emp_no,first_name,last_name,title,from_date,salary
10442,Volkmar,Unno,Senior Staff,1999-02-12,46005
19839,Tadahiro,Hempstead,Senior Engineer,1999-02-13,40424
63611,Lorien,Lorcy,Staff,1999-02-14,42836
12099,Nobuyoshi,Kuzuoka,Senior Staff,1999-02-15,104610
76759,Zvonko,Hammerschmidt,Staff,1999-02-16,78279
24460,Yinghua,Lanphier,Senior Staff,1999-02-17,69794
34941,Susanne,Heering,Staff,1999-02-18,85526
13179,Moty,Janocha,Staff,1999-02-19,90233
30466,Sumant,Giaccio,Senior Staff,1999-02-20,78285
102922,Kasidit,Nitsche,Technique Leader,1999-02-21,53178
99544,Irene,Petersohn,Engineer,1999-02-22,40000
102320,Bangqing,Sichman,Senior Engineer,1999-02-23,40000
12775,Mariangiola,Berendt,Engineer,1999-02-24,69805
69493,Odoardo,Greibach,Engineer,1999-02-25,63607
24682,Nigel,Ginesta,Staff,1999-02-26,40000
77869,Masamitsu,Swick,Senior Engineer,1999-02-27,40000
41319,Mototsugu,Unni,Engineer,1999-02-28,62785
21157,Jouko,Demos,Senior Engineer,1999-03-01,40000
15739,Poorav,Bahr,Engineer,1999-03-02,54605
13182,Kokou,Rodite,Engineer,1999-03-03,46832
12413,Hugh,Gadepally,Senior Engineer,1999-03-04,53179
52002,Parviz,Stamatiou,Senior Engineer,1999-03-05,51639
21251,Fatemeh,Riexinger,Senior Engineer,1999-03-06,55174
60453,Larisa,Gammage,Senior Staff,1999-03-07,64242
60902,Dekang,Lung,Engineer,1999-03-08,40000
20534,Rosita,Kalloufi,Senior Staff,1999-03-09,47183
19708,Ortrud,Biros,Staff,1999-03-10,49169
15018,Ramalingam,Prenel,Senior Staff,1999-03-11,40668
13465,Sasan,Rehfuss,Engineer,1999-03-12,49821
218291,Martine,Kalloufi,Senior Staff,1999-03-13,64682
36998,Phule,Maliniak,Staff,1999-03-14,78990
92962,Jayson,Kuszyk,Senior Staff,1999-03-15,46673
14289,Paraskevi,Gist,Assistant Engineer,1999-03-16,60863
15230,Keiichiro,Suessmith,Senior Engineer,1999-03-17,70187
38715,Jianhua,Dayana,Engineer,1999-03-18,47766
27416,Subir,Ratnaker,Staff,1999-03-19,69385
10108,Lunjin,Giveon,Staff,1999-03-20,40000
30106,Zeljko,Yamaashi,Engineer,1999-03-21,40000
65029,Theirry,Kaltofen,Senior Engineer,1999-03-22,40000
18333,Munehiro,Plesums,Engineer,1999-03-23,40520
51792,Aral,Merkl,Senior Staff,1999-03-24,77399
52117,Neven,Lipner,Engineer,1999-03-25,58904
71998,Pranas,Lovengreen,Engineer,1999-03-26,54808
61856,Toney,Luby,Senior Engineer,1999-03-27,59270
52483,Kazuhira,Boyle,Senior Engineer,1999-03-28,40000
20316,Kellie,Krybus,Senior Staff,1999-03-29,40000
36709,Tsuneo,Hettesheimer,Engineer,1999-03-30,40000
43353,Mang,Arlazarov,Technique Leader,1999-03-31,53973
26232,Rosli,Slutz,Senior Engineer,1999-04-01,40000
47912,Shounak,Ebeling,Senior Engineer,1999-04-02,50143
22623,Tommaso,Champarnaud,Senior Engineer,1999-04-03,46491
53674,Mong,Babu,Senior Staff,1999-04-04,81073
68063,Karlis,Gide,Senior Engineer,1999-04-05,43681
21984,Martine,Lemarechal,Staff,1999-04-06,40000
57472,Stepehn,Willoner,Technique Leader,1999-04-07,40000
14582,Kiyokazu,Morrin,Senior Engineer,1999-04-08,40000
231410,Persi,Sidou,Senior Staff,1999-04-09,62412
61256,Duro,Schaar,Engineer,1999-04-10,40000
15030,Rasikan,Nourani,Senior Staff,1999-04-11,40000
92485,Hein,Turnbull,Senior Staff,1999-04-12,55068
42352,Tuval,Chaudhuri,Senior Engineer,1999-04-13,40000
21666,Remzi,Kroon,Engineer,1999-04-14,68269
82599,Yefim,Conta,Assistant Engineer,1999-04-15,40000
19453,Baoqiu,Buescher,Senior Staff,1999-04-16,40000
42642,Bluma,Broder,Senior Staff,1999-04-17,102424
85949,Thodoros,Penttonen,Senior Engineer,1999-04-18,52171
16447,Zhiguo,Savasere,Senior Engineer,1999-04-19,40000
45313,DAIDA,Schusler,Senior Staff,1999-04-20,60624
44070,Luerbio,Onuegbe,Senior Staff,1999-04-21,71639
73143,Sreekrishna,Cincotta,Engineer,1999-04-22,40000
32303,Bodh,Merli,Senior Staff,1999-04-23,56708
23317,Huican,Worfolk,Staff,1999-04-24,40000
57123,Fatemeh,Zedlitz,Engineer,1999-04-25,42556
16086,Mohammad,Denos,Senior Engineer,1999-04-26,42903
35146,Kasturi,Cummings,Engineer,1999-04-27,61920
32237,Yucai,Range,Staff,1999-04-28,67128
12638,Yuqun,Seiwald,Engineer,1999-04-29,56677
33576,Serif,Rodite,Senior Engineer,1999-04-30,74359
21897,Sampalli,Kavanagh,Senior Staff,1999-05-01,85262
18448,Rosine,Bazelow,Senior Engineer,1999-05-02,44353
10795,Supot,Naudin,Senior Staff,1999-05-03,84206
22886,Gudjon,Templeman,Senior Engineer,1999-05-04,40000
290369,Shahar,Lund,Staff,1999-05-05,40000
46993,Brigham,Swab,Technique Leader,1999-05-06,45268
45629,Guoxiang,Nanard,Staff,1999-05-07,40000
67198,Fuqing,Schahn,Senior Staff,1999-05-08,61371
33028,Salvador,Tzvieli,Senior Engineer,1999-05-09,45530
37413,Jagoda,Gill,Senior Engineer,1999-05-10,40000
43423,Menkae,Michaeli,Senior Staff,1999-05-11,54352
91127,Phuoc,Baar,Senior Staff,1999-05-12,64893
11290,Visit,Dredge,Engineer,1999-05-13,65034
39985,Sergi,Perez,Senior Engineer,1999-05-14,40000
25250,Valdiodio,Arlazarov,Assistant Engineer,1999-05-15,40000
66646,Chanjung,Erman,Engineer,1999-05-16,50529
10974,Muneo,Papsdorf,Senior Engineer,1999-05-17,56005
30856,Chaosheng,Lampe,Senior Engineer,1999-05-18,40000
33386,Sadok,Eiter,Senior Engineer,1999-05-19,56808
22309,Lena,Liedekerke,Engineer,1999-05-20,62189
37318,Alejandro,Isard,Senior Staff,1999-05-21,57930
10943,Berna,Skafidas,Senior Engineer,1999-05-22,45890
85708,Steen,Otillio,Senior Engineer,1999-05-23,52066
61214,JoAnne,Peac,Staff,1999-05-24,47194
35644,Sreekrishna,Heusch,Staff,1999-05-25,44118
13801,Shih,Mayerwieser,Staff,1999-05-26,64182
11048,Jaques,Demke,Senior Staff,1999-05-27,65697
213228,Itzchak,Iwayama,Senior Staff,1999-05-28,57563
59946,Berhard,Hartvigsen,Senior Staff,1999-05-29,40000
277592,Rafael,Eiron,Senior Staff,1999-05-30,50736
52726,Samphel,Tagansky,Engineer,1999-05-31,69870
53426,Masadi,Azadmanesh,Staff,1999-06-01,81150
13315,Sakthirel,Stroustrup,Senior Engineer,1999-06-02,40000
18532,Joydip,Onuegbe,Staff,1999-06-03,52115
36178,Bernt,Valette,Senior Staff,1999-06-04,89600
44485,Jaideep,Thebaut,Staff,1999-06-05,40000
96689,Emdad,Roohalamini,Senior Engineer,1999-06-06,40000
48658,Ravishankar,Lally,Engineer,1999-06-07,53156
44229,Bojan,Luft,Senior Engineer,1999-06-08,52310
15767,Baocai,Broomell,Senior Engineer,1999-06-09,40000
32528,Naftaly,Jeong,Engineer,1999-06-10,61189
25643,Adin,Peak,Staff,1999-06-11,60206
47825,Yakichi,Chelton,Senior Staff,1999-06-12,70260
14552,Ibibia,Snyers,Senior Engineer,1999-06-13,40000
72723,Arve,Danlos,Senior Staff,1999-06-14,79591
40987,Zeljko,Sidou,Senior Engineer,1999-06-15,40000
456300,Demin,Chiodo,Senior Engineer,1999-06-16,55488
39243,Arco,Heiserman,Staff,1999-06-17,51048
27883,Woody,Nilsson,Senior Staff,1999-06-18,40000
251541,Jessie,Leivant,Assistant Engineer,1999-06-19,58690
15769,Pranay,Oskamp,Staff,1999-06-20,61575
26769,Jinxi,Conti,Senior Staff,1999-06-21,66776
34630,Xiaoshan,Whittlesey,Senior Staff,1999-06-22,63282
109389,Kwun,Pramanik,Senior Staff,1999-06-23,82117
46189,Yongdong,Reistad,Senior Staff,1999-06-24,61523
72024,Takahiro,Wolniewicz,Senior Engineer,1999-06-25,55427
12678,Carrsten,Borovoy,Engineer,1999-06-26,44529
67837,Barun,Heyers,Staff,1999-06-27,64453
12983,Elliott,Hambrick,Staff,1999-06-28,57252
81815,Chaitali,Kuhnemann,Senior Engineer,1999-06-29,45896
14275,Tristan,Aseltine,Senior Staff,1999-06-30,94782
36205,Kwangjo,Falco,Staff,1999-07-01,74921
31230,Dzung,Klyachko,Staff,1999-07-02,64519
28922,Xiadong,Willoner,Engineer,1999-07-03,40000
58570,Suebskul,Blokdijk,Senior Staff,1999-07-04,65513
87269,IEEE,Etalle,Senior Staff,1999-07-05,48145
21344,Mohammed,Vanwelkenhuysen,Staff,1999-07-06,84814
50895,Stein,Bolsens,Senior Staff,1999-07-07,40000
11322,Nathalie,Pocchiola,Senior Engineer,1999-07-08,43021
56326,Mantis,Juneja,Engineer,1999-07-09,62808
252371,Basil,Montemayor,Senior Staff,1999-07-10,69677
77052,Pohua,Hagimont,Engineer,1999-07-11,44033
34695,Margareta,Gadepally,Senior Staff,1999-07-12,40000
43438,Sampalli,Zultner,Senior Staff,1999-07-13,75609
20037,Tse,VanScheik,Senior Engineer,1999-07-14,40000
36760,Fumiyo,Norsworthy,Senior Engineer,1999-07-15,77750
29222,Remzi,Trachtenberg,Staff,1999-07-16,40000
212989,Kasturi,Billawala,Engineer,1999-07-17,64210
16094,Berto,Rosar,Senior Engineer,1999-07-18,40000
219082,Mary,Baalen,Engineer,1999-07-19,40000
97235,Karsten,Morrin,Engineer,1999-07-20,40000
41197,Vesna,Stille,Senior Staff,1999-07-21,61924
33112,Martine,Pokrovskii,Senior Engineer,1999-07-22,40000
215950,Baoqiu,Kusakari,Engineer,1999-07-23,40000
69118,Irena,Lakshmanan,Senior Staff,1999-07-24,63488
54096,Georg,Reeken,Technique Leader,1999-07-25,40000
29812,Yefim,Gimarc,Engineer,1999-07-26,45714
76320,Mang,Merks,Technique Leader,1999-07-27,54972
61244,Xiaoqiang,Peternell,Staff,1999-07-28,46530
100229,Aamer,Ferretti,Engineer,1999-07-29,40000
30470,Siamak,Jayawardene,Senior Engineer,1999-07-30,63439
202750,Constantijn,Frolund,Senior Engineer,1999-07-31,40000
57990,Haldun,Buescher,Senior Engineer,1999-08-01,40000
34961,Uno,Dolinsky,Staff,1999-08-02,50765
15876,Munehiro,Vakili,Senior Engineer,1999-08-03,51140
12664,Zhonghua,Parveen,Staff,1999-08-04,40000
65167,Torsten,Borovoy,Assistant Engineer,1999-08-05,65330
101133,Val,Heuter,Senior Staff,1999-08-06,65145
17586,Lein,Halevi,Senior Staff,1999-08-07,40000
11385,Shiv,Ullian,Engineer,1999-08-08,40000
93938,Boutros,Veeraraghavan,Staff,1999-08-09,117948
15877,Yannik,Kroll,Engineer,1999-08-10,40000
81676,Sham,Wrigley,Senior Staff,1999-08-11,49226
14486,Indrajit,Birdsall,Senior Engineer,1999-08-12,40000
27241,Mayuri,Erez,Senior Staff,1999-08-13,40000
30213,Srinidhi,Restivo,Engineer,1999-08-14,56686
60858,Elgin,Foote,Engineer,1999-08-15,42338
15819,Magdalena,Rajcani,Senior Staff,1999-08-16,63847
75874,Tsz,Cusworth,Staff,1999-08-17,40000
42785,Shawna,Cannane,Engineer,1999-08-18,44504
45514,Jessie,Alpin,Staff,1999-08-19,79268
15369,Premal,Penttonen,Staff,1999-08-20,81954
26846,Ewing,Chinal,Senior Engineer,1999-08-21,64015
207025,Barry,Hanratty,Engineer,1999-08-22,44732
79673,Jacqueline,Daescu,Senior Staff,1999-08-23,74096
66556,Hongzhu,Remmele,Senior Engineer,1999-08-24,57942
44609,Zhongwei,Feinberg,Engineer,1999-08-25,40000
52054,Margo,Rubsam,Engineer,1999-08-26,70676
86480,Navid,Tramer,Senior Engineer,1999-08-27,40000
105072,Gennadi,Atchley,Engineer,1999-08-28,40377
228411,Khaled,Hofstetter,Senior Staff,1999-08-29,45332
236329,Bodo,Rosay,Senior Engineer,1999-08-30,46501
42929,Sven,Hegner,Engineer,1999-08-31,40000
12876,Apostol,Goodrum,Engineer,1999-09-01,42277
23011,Suzette,Ferretti,Engineer,1999-09-02,50445
28600,Mingzeng,Whitcomb,Staff,1999-09-03,59057
10676,Valeri,Danley,Engineer,1999-09-04,58226
82354,Badri,Trogemann,Senior Staff,1999-09-05,76493
23573,Hercules,Steinauer,Senior Engineer,1999-09-06,40000
18401,Vidya,Itzfeldt,Staff,1999-09-07,59818
11469,Guttorm,Giaccio,Senior Engineer,1999-09-08,44625
86062,Zengping,Anido,Senior Staff,1999-09-09,59613
14232,Masali,Bojadziev,Senior Engineer,1999-09-10,50568
43900,Monique,Thombley,Senior Staff,1999-09-11,52400
13402,Augustine,Dulli,Engineer,1999-09-12,40000
71796,Magdalena,Rijckaert,Staff,1999-09-13,59330
66921,Weiru,Deville,Senior Engineer,1999-09-14,45905
208073,Kerryn,Yurek,Senior Engineer,1999-09-15,40000
23824,Maris,Porotnikoff,Engineer,1999-09-16,40000
427086,Xiaoshan,Vecchi,Senior Engineer,1999-09-17,42634
13243,Fay,Huxford,Staff,1999-09-18,67269
49202,Zhaofang,Chiola,Senior Staff,1999-09-19,40000
23000,Arfst,Murillo,Senior Staff,1999-09-20,40000
15715,Insup,Ibel,Staff,1999-09-21,40000
11518,Jinxi,Oxman,Senior Staff,1999-09-22,40000
44022,Chiranjit,Dayang,Senior Engineer,1999-09-23,40000
40841,Masako,Lindqvist,Senior Staff,1999-09-24,40000
14914,Gretta,Benzaken,Engineer,1999-09-25,40000
14111,Leszek,Cummings,Senior Staff,1999-09-26,52696
30772,Badri,Kandlur,Technique Leader,1999-09-27,65401
34377,Hidde,Menhoudj,Senior Engineer,1999-09-28,40000
20181,Thodoros,Wegerle,Staff,1999-09-29,87295
35300,Chuanti,Chenoweth,Senior Engineer,1999-09-30,40000
18438,Chiradeep,Iacovou,Engineer,1999-10-01,41898
52667,Pranav,McConalogue,Engineer,1999-10-02,63870
17339,Fan,Mullainathan,Engineer,1999-10-03,58306
62433,IEEE,McFarlin,Engineer,1999-10-04,46720
21206,Krisda,Walstra,Senior Engineer,1999-10-05,65765
271380,LiMin,Dahlbom,Senior Engineer,1999-10-06,73508
13727,Vitali,Merey,Staff,1999-10-07,50798
222925,Shrikanth,Karunanithi,Senior Staff,1999-10-08,63035
27193,Dulce,Nivat,Technique Leader,1999-10-09,55338
264445,Jamaludin,Naumovich,Engineer,1999-10-10,40000
56126,Salvador,Koyama,Engineer,1999-10-11,61263
79843,Dipayan,Dalphin,Staff,1999-10-12,73305
31900,Odoardo,Fujisaki,Engineer,1999-10-13,40000
85277,Ulf,Murtagh,Senior Engineer,1999-10-14,40000
214358,Ravishankar,Pileggi,Senior Staff,1999-10-15,40055
40520,Danny,Gajiwala,Engineer,1999-10-16,66529
19249,Saniya,Iivonen,Senior Engineer,1999-10-17,40000
40113,Rosine,Wissmann,Senior Staff,1999-10-18,52083
10504,Xiong,Varker,Staff,1999-10-19,43931
10629,Lalit,Francisci,Staff,1999-10-20,87045
26605,Michaela,Taubman,Engineer,1999-10-21,45181
200400,Goo,Negoita,Senior Staff,1999-10-22,52654
217919,Dmitri,Azulay,Senior Engineer,1999-10-23,40000
11501,Karsten,Ranum,Senior Staff,1999-10-24,48608
106721,Shigehiro,Furedi,Engineer,1999-10-25,53043
40118,Fen,Uludag,Engineer,1999-10-26,46413
73415,Renny,Pillow,Senior Staff,1999-10-27,70580
100118,Sajjad,Goldhammer,Technique Leader,1999-10-28,51892
34962,Adly,Rosay,Senior Engineer,1999-10-29,40000
43727,Mats,Kilgore,Senior Engineer,1999-10-30,40000
207279,Hugo,Zultner,Senior Staff,1999-10-31,40000
11121,Vugranam,Kakkad,Senior Engineer,1999-11-01,40000
23001,Akhilish,Irland,Senior Engineer,1999-11-02,52018
52827,Kasidit,Deverell,Staff,1999-11-03,75385
65240,Sakthirel,Kabayashi,Senior Engineer,1999-11-04,40000
56844,Kiyotoshi,Malabarba,Engineer,1999-11-05,40000
256682,Troy,Imataki,Engineer,1999-11-06,43532
11772,Gaurav,Penz,Engineer,1999-11-07,61295
41029,Menkae,Bahi,Engineer,1999-11-08,60735
39409,Zhilian,Leslie,Senior Engineer,1999-11-09,41548
22508,Basem,Lienhardt,Staff,1999-11-10,45862
78006,Palash,Rosca,Technique Leader,1999-11-11,42012
34151,Guttorm,Reinhard,Staff,1999-11-12,44063
12514,Tomofumi,Melter,Engineer,1999-11-13,54241
79911,Heather,Zaumen,Senior Engineer,1999-11-14,40000
20530,Nevio,Katiyar,Senior Engineer,1999-11-15,61897
51878,Goh,Braunmuhl,Senior Engineer,1999-11-16,40883
78779,Xuejun,Warwick,Senior Engineer,1999-11-17,40000
25037,Adib,Magliocco,Senior Engineer,1999-11-18,63524
14322,Shem,Kakkad,Engineer,1999-11-19,50363
72907,Alejandra,Weisert,Staff,1999-11-20,40000
15024,Yurii,Rullman,Staff,1999-11-21,40000
48393,Kristina,Flasterstein,Engineer,1999-11-22,40000
33257,Duri,Rotem,Staff,1999-11-23,40000
30656,Gritta,Ranst,Engineer,1999-11-24,40000
13030,Yahiko,Kroll,Senior Staff,1999-11-25,51770
41313,Gino,Nitto,Senior Engineer,1999-11-26,42736
33126,Charmane,Marwedel,Senior Engineer,1999-11-27,40000
18679,Roded,Lambe,Senior Staff,1999-11-28,80953
13685,Weicheng,Hockney,Senior Engineer,1999-11-29,48322
22584,Bezalel,Feldhoffer,Engineer,1999-11-30,40000
42033,Reuven,Compeau,Technique Leader,1999-12-01,60624
70767,Hinrich,Gewali,Engineer,1999-12-02,47511
46901,Krisda,Orlowska,Engineer,1999-12-03,41985
24003,Ronnie,Linares,Engineer,1999-12-04,59452
93751,Dinkar,Leuchs,Senior Staff,1999-12-05,40000
35059,Vitaly,Flasterstein,Engineer,1999-12-06,52725
29191,Ayakannu,Krogh,Engineer,1999-12-07,46650
16341,Boutros,Fendler,Senior Staff,1999-12-08,40000
75172,Xianlong,Kohling,Senior Engineer,1999-12-09,48451
19639,Sibyl,Terlouw,Senior Staff,1999-12-10,40000
29032,Mizuhito,Rassart,Engineer,1999-12-11,61256
26037,Radhika,Gadepally,Engineer,1999-12-12,43940
24245,Xuedong,Andreotta,Engineer,1999-12-13,40000
10751,Jordanka,Ushiama,Engineer,1999-12-14,50052
14107,Xiahua,Rindone,Senior Staff,1999-12-15,82396
72920,Dekang,Radivojevic,Senior Staff,1999-12-16,83480
432545,Chikako,Tanemo,Engineer,1999-12-17,43040
24680,Garnet,Takkinen,Senior Engineer,1999-12-18,46522
33000,Kazunori,Gustavson,Senior Staff,1999-12-19,40000
24196,Radhika,Boyle,Engineer,1999-12-20,68657
30161,Muzhong,Gimarc,Senior Engineer,1999-12-21,40000
20336,Magy,Wolniewicz,Engineer,1999-12-22,73502
23441,Sarita,Staudhammer,Senior Engineer,1999-12-23,43192
230415,Stein,Fortenbacher,Senior Engineer,1999-12-24,40000
71847,Seshu,Kadhim,Senior Staff,1999-12-25,82438
14372,Saniya,Srimani,Engineer,1999-12-26,57667
17412,Leni,Vilarrasa,Staff,1999-12-27,43480
25772,Greger,Marrevee,Senior Staff,1999-12-28,51275
53318,Mohua,Hooghiemstra,Senior Staff,1999-12-29,54405
15151,Urs,Pouyioutas,Senior Staff,1999-12-30,61253
46260,Tze,Karlin,Technique Leader,1999-12-31,53467
34996,Chinhyun,Butner,Senior Engineer,2000-01-01,59347
36463,Chanjung,Burnard,Staff,2000-01-02,68998
33211,Prodip,DuBourdieux,Senior Engineer,2000-01-03,40000
17220,Lorien,Panwar,Senior Engineer,2000-01-04,45404
17907,Kotesh,Bernini,Senior Staff,2000-01-05,69291
59911,Remco,Bauknecht,Senior Staff,2000-01-06,61706
88563,Mototsugu,Rodite,Staff,2000-01-07,56118
10153,Heekeun,Majewski,Assistant Engineer,2000-01-08,54246
41746,Zita,Greenaway,Engineer,2000-01-09,40493
38993,Gal,Aseltine,Staff,2000-01-10,55323
49766,Anestis,Staylopatis,Staff,2000-01-11,53487
32233,Kenroku,Benveniste,Senior Engineer,2000-01-12,52122
11931,Gunilla,Chiodo,Senior Staff,2000-01-13,73369
23034,Josyula,Rosca,Engineer,2000-01-14,40000
45333,Leszek,Waeselynck,Senior Engineer,2000-01-15,63235
86005,Sahrah,Samarati,Senior Staff,2000-01-16,44056
13653,Kristen,Iivonen,Senior Staff,2000-01-17,53242
56562,Fuqing,Hennings,Senior Staff,2000-01-18,63907
70068,Noritoshi,Beidas,Senior Staff,2000-01-19,40000
39048,Valery,Lanphier,Staff,2000-01-20,76047
67634,Adam,Alvarado,Engineer,2000-01-21,60307
263335,Leah,Rullman,Senior Engineer,2000-01-22,42865
48192,Eldridge,Soicher,Senior Engineer,2000-01-23,45551
50324,Geraldo,Taubenfeld,Engineer,2000-01-24,40000
38473,Lena,Onuegbe,Senior Engineer,2000-01-25,76717
85761,Kazuyasu,Hofting,Engineer,2000-01-26,45148
37644,Martina,Zweizig,Senior Staff,2000-01-27,40000
34268,Soenke,Kitai,Engineer,2000-01-28,62612
46972,Srinidhi,Rahimi,Staff,2000-01-29,88561
91113,Goncalo,Begiun,Staff,2000-01-30,80500
15334,Luerbio,Kuzuoka,Engineer,2000-01-31,40000
27628,Stafford,Blokdijk,Engineer,2000-02-01,40000
16716,Ramachenga,Zumaque,Engineer,2000-02-02,54270
11449,Kotesh,Asser,Senior Engineer,2000-02-03,61434
30331,Lene,Vuskovic,Senior Engineer,2000-02-04,53126
15441,Arvind,Weisert,Senior Staff,2000-02-06,40000
401527,Phuoc,Conti,Senior Engineer,2000-02-07,51485
31858,Geoffrey,Benantar,Senior Staff,2000-02-08,72004
31864,Zhenbing,Bahl,Senior Engineer,2000-02-09,63209
85040,Chikako,Legleitner,Senior Staff,2000-02-11,40000
229061,Chinhyun,Lorho,Senior Staff,2000-02-12,75774
79958,Xinglin,Versino,Senior Engineer,2000-02-13,44663
14067,Godehard,Trachtenberg,Senior Engineer,2000-02-14,44669
83584,Bojan,Weiland,Senior Engineer,2000-02-15,50059
31952,Giap,Christianini,Senior Staff,2000-02-16,61327
221385,Nalini,Randi,Senior Staff,2000-02-17,40000
204011,Kazuhiko,Massonet,Senior Engineer,2000-02-18,78918
34112,Nirmal,Kinley,Senior Engineer,2000-02-19,67899
17126,Matk,Schapire,Senior Staff,2000-02-20,40000
486674,Adamantios,Luke,Senior Engineer,2000-02-21,40000
12608,Nectarios,Mondadori,Senior Staff,2000-02-22,40000
33991,Zeydy,Makrucki,Senior Staff,2000-02-23,64612
64450,Aran,Raney,Senior Engineer,2000-02-24,60474
13999,Florian,Crouzet,Senior Staff,2000-02-25,40000
76813,Tua,Pietrzykowski,Senior Engineer,2000-02-26,57616
65428,Herbert,Luby,Senior Staff,2000-02-27,82991
456227,Martina,Cappello,Senior Engineer,2000-02-28,40000
51867,Shahaf,Jansch,Senior Engineer,2000-02-29,40000
41554,Rajmohan,Halloran,Senior Staff,2000-03-01,64937
16549,Olivera,Thibadeau,Senior Staff,2000-03-02,60531
82566,Mary,Portugali,Senior Engineer,2000-03-03,40000
32730,Charlene,Montresor,Senior Engineer,2000-03-04,51368
282092,Masasuke,Pehl,Senior Engineer,2000-03-05,60334
76250,Fumiyo,Linnainmaa,Engineer,2000-03-06,40000
232338,Genta,Mahnke,Senior Staff,2000-03-07,54601
44393,Turgut,Douceur,Senior Engineer,2000-03-08,40000
67632,Anestis,Schusler,Senior Engineer,2000-03-09,40000
206929,Shuzo,Weedon,Senior Engineer,2000-03-10,53776
12218,Yaghout,Strooper,Senior Engineer,2000-03-11,40000
29372,Parke,Chinin,Engineer,2000-03-12,40000
11568,Martins,Fujisaki,Senior Engineer,2000-03-13,54673
66993,Malu,Georgakopoulos,Senior Staff,2000-03-14,50737
42870,Arch,Whittlesey,Senior Engineer,2000-03-15,40000
96673,Hironobu,Oxman,Senior Engineer,2000-03-16,44900
99390,Cristinel,Potthoff,Senior Engineer,2000-03-17,52747
49115,Xinan,Engelmann,Senior Staff,2000-03-18,52039
72551,Bedir,Impagliazzo,Senior Engineer,2000-03-19,42410
60217,Limsoon,Doering,Senior Staff,2000-03-20,118375
21908,Fen,Parfitt,Senior Engineer,2000-03-21,52324
255611,Hideyuki,Pell,Senior Engineer,2000-03-22,40000
279478,Steve,Zyda,Senior Staff,2000-03-23,62437
16570,Uta,Matzen,Senior Engineer,2000-03-24,46162
247135,Yaghout,Bage,Engineer,2000-03-25,44320
11051,Przemyslawa,Erol,Senior Engineer,2000-03-26,40000
205313,Make,Duclos,Senior Staff,2000-03-27,53091
207662,Mori,Narahari,Senior Engineer,2000-03-28,40000
65173,Karlis,Binkley,Senior Staff,2000-03-29,75674
52465,Gift,Ramsay,Senior Engineer,2000-03-30,51258
31401,Hein,Sigstam,Senior Staff,2000-03-31,69819
76895,Souichi,Meriste,Senior Engineer,2000-04-01,50137
56136,Ramya,Buchter,Senior Staff,2000-04-02,108990
245182,Arup,Perfilyeva,Senior Engineer,2000-04-03,40000
455290,Heng,Jording,Senior Engineer,2000-04-04,45101
67477,Morrie,Vasanthakumar,Senior Engineer,2000-04-05,58087
65876,Yagil,Vieth,Senior Staff,2000-04-06,74425
35476,Frederique,Heinisuo,Senior Staff,2000-04-07,51888
46363,Masaki,Mahnke,Senior Engineer,2000-04-08,52727
36303,Amstein,Anandan,Senior Engineer,2000-04-09,52644
89949,Jaques,Talmon,Senior Engineer,2000-04-10,40000
48446,Parke,Kossowski,Senior Staff,2000-04-11,52936
52252,Moty,Bade,Senior Staff,2000-04-12,64287
436897,Shimshon,Gyorkos,Senior Engineer,2000-04-13,58813
481353,Herbert,Schaar,Senior Engineer,2000-04-14,50879
75643,Chrisa,Oberman,Senior Engineer,2000-04-15,40000
258973,Dulce,Zultner,Senior Engineer,2000-04-16,44848
26896,Salvador,Argence,Senior Staff,2000-04-17,47937
266135,Shridhar,Apsitis,Senior Engineer,2000-04-18,40000
38057,Nadjib,Velardi,Senior Staff,2000-04-19,40000
13842,Juichirou,Cichocki,Senior Staff,2000-04-20,40000
234146,Felicidad,Molenaar,Senior Engineer,2000-04-21,40000
15753,Sanjay,Breugel,Senior Engineer,2000-04-22,40000
277123,Miquel,Schnabel,Senior Staff,2000-04-23,41198
36311,Jahangir,Burnard,Senior Staff,2000-04-24,78715
85377,Ishfaq,Vecchio,Senior Engineer,2000-04-25,50952
284248,Uta,Thimonier,Senior Staff,2000-04-26,46642
10233,Lein,Vendrig,Senior Staff,2000-04-28,40000
27403,Mamdouh,Hiroyama,Senior Engineer,2000-04-29,62351
234237,Falguni,Bugrara,Senior Engineer,2000-04-30,50725
105515,Mototsugu,Kandlur,Senior Engineer,2000-05-01,48243
49224,Shrikanth,Swist,Senior Staff,2000-05-02,68887
208807,Zita,Shobatake,Senior Engineer,2000-05-03,55395
20169,Gil,Zuberek,Senior Engineer,2000-05-04,55381
219251,Gian,Braunschweig,Senior Staff,2000-05-05,57521
220888,Sadok,Szilard,Senior Staff,2000-05-06,42617
68286,Constantino,Merks,Senior Engineer,2000-05-07,76439
12490,Jackson,Muchinsky,Senior Engineer,2000-05-08,40000
455258,Vatsa,Leuchs,Senior Engineer,2000-05-09,51844
435691,Hinrich,Erev,Senior Engineer,2000-05-11,40000
35618,Arie,Auyong,Senior Engineer,2000-05-12,48723
209997,Nevin,Servi,Senior Engineer,2000-05-13,40000
453241,Utpal,Openshaw,Senior Engineer,2000-05-14,51175
82151,Keiichiro,Terekhov,Senior Staff,2000-05-15,74789
477115,Alassane,Velasco,Senior Engineer,2000-05-16,63520
79833,Yongdong,Homond,Senior Engineer,2000-05-17,40687
296470,Kannan,Nitta,Senior Engineer,2000-05-18,67168
